Date,TOD,Number
9/16/13,E,7465
11/30/13,M,1098
11/5/13,M,9952
10/11/13,M,0689
9/16/13,M,5900
11/29/13,E,9909
11/4/13,E,1222
10/10/13,E,1390
9/15/13,E,5635
11/29/13,M,4375
11/4/13,M,2466
10/10/13,M,3225
9/15/13,M,5328
11/28/13,E,8913
11/3/13,E,8096
10/9/13,E,7054
9/14/13,E,8695
11/28/13,M,1784
11/3/13,M,7796
10/9/13,M,4641
9/14/13,M,7466
11/27/13,E,8476
11/2/13,E,8751
10/8/13,E,6476
9/13/13,E,8290
11/27/13,M,7161
11/2/13,M,2830
10/8/13,M,0290
9/13/13,M,8978
11/26/13,E,5188
11/1/13,E,0100
10/7/13,E,9457
9/12/13,E,5966
11/26/13,M,3723
11/1/13,M,1534
10/7/13,M,7920
9/12/13,M,1587
11/25/13,E,2695
10/31/13,E,7782
10/6/13,E,0724
9/11/13,E,5165
11/25/13,M,7404
10/31/13,M,3729
10/6/13,M,1878
9/11/13,M,1626
11/24/13,E,4382
10/30/13,E,7631
10/5/13,E,9373
9/10/13,E,8345
11/24/13,M,1661
10/30/13,M,2285
10/5/13,M,5540
9/10/13,M,7330
11/23/13,E,3403
10/29/13,E,5777
10/4/13,E,8674
9/9/13,E,7111
11/23/13,M,8863
10/29/13,M,4305
10/4/13,M,1220
9/9/13,M,7370
11/22/13,E,4828
10/28/13,E,8128
10/3/13,E,4905
9/8/13,E,4509
11/22/13,M,0851
10/28/13,M,3702
10/3/13,M,7769
9/8/13,M,1597
11/21/13,E,5296
10/27/13,E,0977
10/2/13,E,8118
9/7/13,E,5008
11/21/13,M,9268
10/27/13,M,4320
10/2/13,M,8113
9/7/13,M,4520
11/20/13,E,8648
10/26/13,E,5707
10/1/13,E,8950
9/6/13,E,1194
11/20/13,M,4625
10/26/13,M,7911
10/1/13,M,7812
9/6/13,M,1786
11/19/13,E,2943
10/25/13,E,4872
9/30/13,E,4884
9/5/13,E,2197
11/19/13,M,3008
10/25/13,M,7885
9/30/13,M,2562
9/5/13,M,2359
11/18/13,E,6619
10/24/13,E,5856
9/29/13,E,5775
9/4/13,E,5739
11/18/13,M,9240
10/24/13,M,8639
9/29/13,M,4156
9/4/13,M,2823
9/3/13,E,6788
8/9/13,E,9283
7/15/13,E,4210
6/20/13,E,1580
9/3/13,M,8872
8/9/13,M,1095
7/15/13,M,7729
6/20/13,M,7506
9/2/13,E,0069
8/8/13,E,2027
7/14/13,E,4018
6/19/13,E,0342
9/2/13,M,3572
8/8/13,M,5918
7/14/13,M,4054
6/19/13,M,3889
9/1/13,E,7003
8/7/13,E,9936
7/13/13,E,6816
6/18/13,E,5450
9/1/13,M,3358
8/7/13,M,7594
7/13/13,M,8544
6/18/13,M,5698
8/31/13,E,7651
8/6/13,E,9765
7/12/13,E,9426
6/17/13,E,8176
8/31/13,M,5890
8/6/13,M,3568
7/12/13,M,4274
6/17/13,M,0653
8/30/13,E,5142
8/5/13,E,9529
7/11/13,E,4491
6/16/13,E,2437
8/30/13,M,2623
8/5/13,M,1580
7/11/13,M,5299
6/16/13,M,8123
8/29/13,E,0099
8/4/13,E,5461
7/10/13,E,9941
6/15/13,E,4282
8/29/13,M,0242
8/4/13,M,2455
7/10/13,M,1357
6/15/13,M,9622
8/28/13,E,9562
8/3/13,E,3893
7/9/13,E,5487
6/14/13,E,1406
8/28/13,M,5934
8/3/13,M,6886
7/9/13,M,3351
6/14/13,M,5728
8/27/13,E,6817
8/2/13,E,4860
7/8/13,E,7454
6/13/13,E,7115
8/27/13,M,1384
8/2/13,M,1456
7/8/13,M,2400
6/13/13,M,2643
8/26/13,E,9942
8/1/13,E,5773
7/7/13,E,8970
6/12/13,E,4521
8/26/13,M,1481
8/1/13,M,1797
7/7/13,M,9794
6/12/13,M,6084
8/25/13,E,0083
7/31/13,E,3259
7/6/13,E,4808
6/11/13,E,2677
8/25/13,M,2787
7/31/13,M,3511
7/6/13,M,7926
6/11/13,M,3381
8/24/13,E,0193
7/30/13,E,4484
7/5/13,E,2801
6/10/13,E,6951
8/24/13,M,6889
7/30/13,M,5284
7/5/13,M,2997
6/10/13,M,5293
8/23/13,E,7352
7/29/13,E,2192
7/4/13,E,3394
6/9/13,E,7735
8/23/13,M,3233
7/29/13,M,7347
7/4/13,M,9401
6/9/13,M,6641
8/22/13,E,8208
7/28/13,E,0864
7/3/13,E,1174
6/8/13,E,4250
8/22/13,M,1978
7/28/13,M,5391
7/3/13,M,1472
6/8/13,M,8361
8/21/13,E,3402
7/27/13,E,9352
7/2/13,E,7640
6/7/13,E,7904
8/21/13,M,9931
7/27/13,M,3862
7/2/13,M,9658
6/7/13,M,2100
8/20/13,E,5342
7/26/13,E,1535
7/1/13,E,5294
6/6/13,E,8476
8/20/13,M,7238
7/26/13,M,2472
7/1/13,M,6286
6/6/13,M,7825
8/19/13,E,4094
7/25/13,E,0683
6/30/13,E,2734
6/5/13,E,5368
8/19/13,M,7117
7/25/13,M,7231
6/30/13,M,0385
6/5/13,M,6214
8/18/13,E,7340
7/24/13,E,1985
6/29/13,E,5908
6/4/13,E,0226
8/18/13,M,7334
7/24/13,M,3187
6/29/13,M,6945
6/4/13,M,7315
8/17/13,E,5708
7/23/13,E,1319
6/28/13,E,3506
6/3/13,E,4643
8/17/13,M,5325
7/23/13,M,5108
6/28/13,M,4789
6/3/13,M,9005
8/16/13,E,9696
7/22/13,E,4670
6/27/13,E,0778
6/2/13,E,8403
8/16/13,M,1227
7/22/13,M,6740
6/27/13,M,1750
6/2/13,M,7664
8/15/13,E,7131
7/21/13,E,0792
6/26/13,E,4490
6/1/13,E,0352
8/15/13,M,4767
7/21/13,M,7846
6/26/13,M,7040
6/1/13,M,9249
8/14/13,E,8750
7/20/13,E,8358
6/25/13,E,2049
5/31/13,E,8933
8/14/13,M,8194
7/20/13,M,7337
6/25/13,M,6890
5/31/13,M,4983
8/13/13,E,9001
7/19/13,E,8780
6/24/13,E,2874
5/30/13,E,7988
8/13/13,M,9588
7/19/13,M,3378
6/24/13,M,2179
5/30/13,M,0925
8/12/13,E,6156
7/18/13,E,0380
6/23/13,E,7022
5/29/13,E,3544
8/12/13,M,3303
7/18/13,M,7338
6/23/13,M,3205
5/29/13,M,1214
8/11/13,E,6440
7/17/13,E,8407
6/22/13,E,6845
5/28/13,E,6390
8/11/13,M,7068
7/17/13,M,9915
6/22/13,M,8966
5/28/13,M,2279
8/10/13,E,8967
7/16/13,E,1087
6/21/13,E,9857
5/27/13,E,5899
8/10/13,M,1724
7/16/13,M,5858
6/21/13,M,1710
5/27/13,M,6952
5/26/13,E,2277
5/1/13,E,6527
4/6/13,E,8558
3/12/13,E,3338
5/26/13,M,7018
5/1/13,M,5643
4/6/13,M,1793
3/12/13,M,6184
5/25/13,E,9057
4/30/13,E,4963
4/5/13,E,7428
3/11/13,E,8298
5/25/13,M,1233
4/30/13,M,7931
4/5/13,M,9788
3/11/13,M,6144
5/24/13,E,5675
4/29/13,E,3966
4/4/13,E,0382
3/10/13,E,7341
5/24/13,M,0363
4/29/13,M,9437
4/4/13,M,6317
3/10/13,M,1253
5/23/13,E,6646
4/28/13,E,4917
4/3/13,E,1011
3/9/13,E,6077
5/23/13,M,7904
4/28/13,M,2513
4/3/13,M,8474
3/9/13,M,0401
5/22/13,E,9856
4/27/13,E,4650
4/2/13,E,3907
3/8/13,E,0200
5/22/13,M,4658
4/27/13,M,7285
4/2/13,M,7846
3/8/13,M,9171
5/21/13,E,3771
4/26/13,E,2496
4/1/13,E,7245
3/7/13,E,6626
5/21/13,M,7086
4/26/13,M,4936
4/1/13,M,2212
3/7/13,M,3237
5/20/13,E,9763
4/25/13,E,6613
3/31/13,E,4615
3/6/13,E,6680
5/20/13,M,6590
4/25/13,M,3003
3/31/13,M,7710
3/6/13,M,3393
5/19/13,E,8190
4/24/13,E,6638
3/30/13,E,7933
3/5/13,E,1996
5/19/13,M,3778
4/24/13,M,6672
3/30/13,M,1332
3/5/13,M,6333
5/18/13,E,1456
4/23/13,E,0636
3/29/13,E,9937
3/4/13,E,1951
5/18/13,M,1675
4/23/13,M,0000
3/29/13,M,2579
3/4/13,M,0939
5/17/13,E,0500
4/22/13,E,5237
3/28/13,E,0643
3/3/13,E,2433
5/17/13,M,7471
4/22/13,M,0997
3/28/13,M,0888
3/3/13,M,5011
5/16/13,E,0763
4/21/13,E,9740
3/27/13,E,7933
3/2/13,E,9004
5/16/13,M,3355
4/21/13,M,8544
3/27/13,M,5026
3/2/13,M,4184
5/15/13,E,7925
4/20/13,E,7261
3/26/13,E,8590
3/1/13,E,3650
5/15/13,M,4081
4/20/13,M,0415
3/26/13,M,4743
3/1/13,M,1869
5/14/13,E,0847
4/19/13,E,6798
3/25/13,E,9793
2/28/13,E,7059
5/14/13,M,8464
4/19/13,M,1900
3/25/13,M,9473
2/28/13,M,6152
5/13/13,E,7155
4/18/13,E,4193
3/24/13,E,3368
2/27/13,E,9852
5/13/13,M,2846
4/18/13,M,8804
3/24/13,M,3764
2/27/13,M,5308
5/12/13,E,3061
4/17/13,E,8966
3/23/13,E,7654
2/26/13,E,2762
5/12/13,M,7907
4/17/13,M,3867
3/23/13,M,5136
2/26/13,M,1809
5/11/13,E,3880
4/16/13,E,1945
3/22/13,E,0595
2/25/13,E,1595
5/11/13,M,3490
4/16/13,M,6807
3/22/13,M,8637
2/25/13,M,5877
5/10/13,E,2648
4/15/13,E,0157
3/21/13,E,0309
2/24/13,E,6962
5/10/13,M,1965
4/15/13,M,7216
3/21/13,M,6816
2/24/13,M,5359
5/9/13,E,3927
4/14/13,E,4560
3/20/13,E,9643
2/23/13,E,4874
5/9/13,M,1859
4/14/13,M,7720
3/20/13,M,9926
2/23/13,M,8182
5/8/13,E,8572
4/13/13,E,5991
3/19/13,E,3735
2/22/13,E,4290
5/8/13,M,8566
4/13/13,M,8573
3/19/13,M,7825
2/22/13,M,8513
5/7/13,E,7145
4/12/13,E,0028
3/18/13,E,0784
2/21/13,E,2431
5/7/13,M,4103
4/12/13,M,1824
3/18/13,M,5502
2/21/13,M,2127
5/6/13,E,8279
4/11/13,E,6525
3/17/13,E,0615
2/20/13,E,4306
5/6/13,M,9167
4/11/13,M,7785
3/17/13,M,3529
2/20/13,M,5587
5/5/13,E,8641
4/10/13,E,9829
3/16/13,E,8034
2/19/13,E,0748
5/5/13,M,2468
4/10/13,M,3150
3/16/13,M,9581
2/19/13,M,2909
5/4/13,E,6715
4/9/13,E,3471
3/15/13,E,8247
2/18/13,E,8684
5/4/13,M,9431
4/9/13,M,2347
3/15/13,M,5961
2/18/13,M,8639
5/3/13,E,3271
4/8/13,E,4223
3/14/13,E,7176
2/17/13,E,1688
5/3/13,M,0918
4/8/13,M,6289
3/14/13,M,4164
2/17/13,M,8247
5/2/13,E,4436
4/7/13,E,0563
3/13/13,E,2922
2/16/13,E,9574
5/2/13,M,6310
4/7/13,M,6161
3/13/13,M,4114
2/16/13,M,5818
2/15/13,E,1598
1/21/13,E,8795
12/27/12,E,0103
12/2/12,E,6331
2/15/13,M,4647
1/21/13,M,9793
12/27/12,M,4820
12/2/12,M,2376
2/14/13,E,7329
1/20/13,E,3082
12/26/12,E,5709
12/1/12,E,9244
2/14/13,M,2499
1/20/13,M,6002
12/26/12,M,4252
12/1/12,M,3019
2/13/13,E,4812
1/19/13,E,4188
12/25/12,E,6967
11/30/12,E,2572
2/13/13,M,1695
1/19/13,M,9376
12/25/12,M,0670
11/30/12,M,7660
2/12/13,E,8970
1/18/13,E,6816
12/24/12,E,5153
11/29/12,E,4648
2/12/13,M,1782
1/18/13,M,1086
12/24/12,M,3309
11/29/12,M,9412
2/11/13,E,3737
1/17/13,E,2839
12/23/12,E,8890
11/28/12,E,6800
2/11/13,M,5435
1/17/13,M,8353
12/23/12,M,3723
11/28/12,M,4023
2/10/13,E,7283
1/16/13,E,3234
12/22/12,E,1791
11/27/12,E,1024
2/10/13,M,3635
1/16/13,M,9391
12/22/12,M,7980
11/27/12,M,8308
2/9/13,E,9830
1/15/13,E,8680
12/21/12,E,4272
11/26/12,E,8622
2/9/13,M,1486
1/15/13,M,5523
12/21/12,M,4974
11/26/12,M,8028
2/8/13,E,8588
1/14/13,E,3099
12/20/12,E,4883
11/25/12,E,2736
2/8/13,M,5841
1/14/13,M,3661
12/20/12,M,2536
11/25/12,M,8865
2/7/13,E,0955
1/13/13,E,1774
12/19/12,E,4437
11/24/12,E,4729
2/7/13,M,2672
1/13/13,M,0132
12/19/12,M,7923
11/24/12,M,9022
2/6/13,E,4460
1/12/13,E,9869
12/18/12,E,7729
11/23/12,E,7549
2/6/13,M,6338
1/12/13,M,4136
12/18/12,M,6710
11/23/12,M,9905
2/5/13,E,6162
1/11/13,E,3634
12/17/12,E,9950
11/22/12,E,7569
2/5/13,M,5367
1/11/13,M,6404
12/17/12,M,3752
11/22/12,M,4464
2/4/13,E,1951
1/10/13,E,5126
12/16/12,E,3905
11/21/12,E,7139
2/4/13,M,9368
1/10/13,M,9689
12/16/12,M,7061
11/21/12,M,4193
2/3/13,E,7542
1/9/13,E,2684
12/15/12,E,7845
11/20/12,E,8865
2/3/13,M,8304
1/9/13,M,7450
12/15/12,M,9956
11/20/12,M,8548
2/2/13,E,8938
1/8/13,E,8211
12/14/12,E,5283
11/19/12,E,5404
2/2/13,M,4608
1/8/13,M,9108
12/14/12,M,2405
11/19/12,M,3699
2/1/13,E,7873
1/7/13,E,7180
12/13/12,E,8761
11/18/12,E,2736
2/1/13,M,0650
1/7/13,M,6985
12/13/12,M,3205
11/18/12,M,6468
1/31/13,E,0951
1/6/13,E,7754
12/12/12,E,0395
11/17/12,E,1748
1/31/13,M,0377
1/6/13,M,5562
12/12/12,M,5659
11/17/12,M,8876
1/30/13,E,8683
1/5/13,E,8230
12/11/12,E,0215
11/16/12,E,5993
1/30/13,M,8213
1/5/13,M,2463
12/11/12,M,1486
11/16/12,M,9993
1/29/13,E,0443
1/4/13,E,3562
12/10/12,E,7391
11/15/12,E,1390
1/29/13,M,4857
1/4/13,M,3280
12/10/12,M,0890
11/15/12,M,5098
1/28/13,E,1665
1/3/13,E,4062
12/9/12,E,9083
11/14/12,E,7422
1/28/13,M,3919
1/3/13,M,2356
12/9/12,M,2247
11/14/12,M,5943
1/27/13,E,6527
1/2/13,E,7802
12/8/12,E,9864
11/13/12,E,7271
1/27/13,M,2896
1/2/13,M,0486
12/8/12,M,9045
11/13/12,M,9282
1/26/13,E,8022
1/1/13,E,4914
12/7/12,E,0267
11/12/12,E,8378
1/26/13,M,0835
1/1/13,M,8407
12/7/12,M,9415
11/12/12,M,3199
1/25/13,E,4090
12/31/12,E,7960
12/6/12,E,7380
11/11/12,E,4077
1/25/13,M,9398
12/31/12,M,1195
12/6/12,M,9006
11/11/12,M,8777
1/24/13,E,4577
12/30/12,E,4332
12/5/12,E,8658
11/10/12,E,1854
1/24/13,M,0171
12/30/12,M,4547
12/5/12,M,8427
11/10/12,M,5679
1/23/13,E,6029
12/29/12,E,9471
12/4/12,E,0932
11/9/12,E,3883
1/23/13,M,8755
12/29/12,M,6767
12/4/12,M,9142
11/9/12,M,6015
1/22/13,E,3561
12/28/12,E,6908
12/3/12,E,7599
11/8/12,E,1819
1/22/13,M,4986
12/28/12,M,9078
12/3/12,M,1994
11/8/12,M,9339
11/7/12,E,8386
10/13/12,E,2769
9/18/12,E,1048
8/24/12,E,8466
11/7/12,M,0669
10/13/12,M,4486
9/18/12,M,8237
8/24/12,M,6257
11/6/12,E,2820
10/12/12,E,3769
9/17/12,E,7218
8/23/12,E,8636
11/6/12,M,7732
10/12/12,M,1191
9/17/12,M,1257
8/23/12,M,8523
11/5/12,E,3823
10/11/12,E,8158
9/16/12,E,6599
8/22/12,E,8623
11/5/12,M,9617
10/11/12,M,0956
9/16/12,M,6401
8/22/12,M,8776
11/4/12,E,3875
10/10/12,E,8322
9/15/12,E,2681
8/21/12,E,9151
11/4/12,M,0997
10/10/12,M,9678
9/15/12,M,1564
8/21/12,M,5321
11/3/12,E,4506
10/9/12,E,0798
9/14/12,E,2096
8/20/12,E,6313
11/3/12,M,4702
10/9/12,M,4063
9/14/12,M,9806
8/20/12,M,1246
11/2/12,E,4466
10/8/12,E,3698
9/13/12,E,4538
8/19/12,E,2090
11/2/12,M,6440
10/8/12,M,3133
9/13/12,M,7046
8/19/12,M,8479
11/1/12,E,8221
10/7/12,E,1128
9/12/12,E,4600
8/18/12,E,6059
11/1/12,M,6417
10/7/12,M,9744
9/12/12,M,1868
8/18/12,M,0184
10/31/12,E,7489
10/6/12,E,5796
9/11/12,E,9429
8/17/12,E,9803
10/31/12,M,3383
10/6/12,M,0072
9/11/12,M,1661
8/17/12,M,9565
10/30/12,E,0988
10/5/12,E,3853
9/10/12,E,8448
8/16/12,E,9651
10/30/12,M,3240
10/5/12,M,7664
9/10/12,M,4458
8/16/12,M,2353
10/29/12,E,8275
10/4/12,E,0316
9/9/12,E,4673
8/15/12,E,5965
10/29/12,M,0855
10/4/12,M,3348
9/9/12,M,1221
8/15/12,M,6673
10/28/12,E,2454
10/3/12,E,7349
9/8/12,E,3489
8/14/12,E,8032
10/28/12,M,6976
10/3/12,M,3044
9/8/12,M,9496
8/14/12,M,5224
10/27/12,E,1243
10/2/12,E,2807
9/7/12,E,2351
8/13/12,E,1100
10/27/12,M,3910
10/2/12,M,6280
9/7/12,M,3752
8/13/12,M,6460
10/26/12,E,3599
10/1/12,E,0726
9/6/12,E,8118
8/12/12,E,4180
10/26/12,M,0900
10/1/12,M,8284
9/6/12,M,4470
8/12/12,M,8330
10/25/12,E,4256
9/30/12,E,6136
9/5/12,E,7884
8/11/12,E,1202
10/25/12,M,9209
9/30/12,M,8998
9/5/12,M,9529
8/11/12,M,7670
10/24/12,E,1049
9/29/12,E,5359
9/4/12,E,5143
8/10/12,E,4294
10/24/12,M,9180
9/29/12,M,5578
9/4/12,M,4866
8/10/12,M,4080
10/23/12,E,0130
9/28/12,E,6831
9/3/12,E,8206
8/9/12,E,1002
10/23/12,M,1167
9/28/12,M,1583
9/3/12,M,0217
8/9/12,M,1230
10/22/12,E,6326
9/27/12,E,8718
9/2/12,E,3787
8/8/12,E,5068
10/22/12,M,1163
9/27/12,M,0945
9/2/12,M,0146
8/8/12,M,5960
10/21/12,E,5573
9/26/12,E,8978
9/1/12,E,7163
8/7/12,E,3915
10/21/12,M,5287
9/26/12,M,9102
9/1/12,M,3043
8/7/12,M,6488
10/20/12,E,7952
9/25/12,E,7211
8/31/12,E,9562
8/6/12,E,5019
10/20/12,M,5444
9/25/12,M,5322
8/31/12,M,9417
8/6/12,M,5444
10/19/12,E,4025
9/24/12,E,5563
8/30/12,E,4400
8/5/12,E,3217
10/19/12,M,5140
9/24/12,M,8688
8/30/12,M,5975
8/5/12,M,1090
10/18/12,E,0720
9/23/12,E,9780
8/29/12,E,5268
8/4/12,E,0554
10/18/12,M,3137
9/23/12,M,8616
8/29/12,M,5031
8/4/12,M,3770
10/17/12,E,1819
9/22/12,E,4128
8/28/12,E,8580
8/3/12,E,3317
10/17/12,M,7807
9/22/12,M,1383
8/28/12,M,3292
8/3/12,M,8268
10/16/12,E,6193
9/21/12,E,9163
8/27/12,E,7027
8/2/12,E,8227
10/16/12,M,4013
9/21/12,M,7540
8/27/12,M,0959
8/2/12,M,2974
10/15/12,E,1855
9/20/12,E,1163
8/26/12,E,7454
8/1/12,E,6347
10/15/12,M,8419
9/20/12,M,1161
8/26/12,M,4210
8/1/12,M,3851
10/14/12,E,2980
9/19/12,E,2185
8/25/12,E,4705
7/31/12,E,0425
10/14/12,M,2880
9/19/12,M,2137
8/25/12,M,2292
7/31/12,M,6220
7/30/12,E,4367
7/5/12,E,4633
6/10/12,E,8824
5/16/12,E,1855
7/30/12,M,1572
7/5/12,M,0160
6/10/12,M,5564
5/16/12,M,8387
7/29/12,E,8593
7/4/12,E,7475
6/9/12,E,5848
5/15/12,E,9804
7/29/12,M,4266
7/4/12,M,2612
6/9/12,M,7112
5/15/12,M,9377
7/28/12,E,6993
7/3/12,E,7679
6/8/12,E,3419
5/14/12,E,1355
7/28/12,M,5908
7/3/12,M,5413
6/8/12,M,5947
5/14/12,M,1082
7/27/12,E,8071
7/2/12,E,9431
6/7/12,E,2949
5/13/12,E,5197
7/27/12,M,1209
7/2/12,M,1791
6/7/12,M,7204
5/13/12,M,3689
7/26/12,E,4826
7/1/12,E,1805
6/6/12,E,5610
5/12/12,E,4176
7/26/12,M,8407
7/1/12,M,4250
6/6/12,M,1519
5/12/12,M,2019
7/25/12,E,2381
6/30/12,E,8979
6/5/12,E,9721
5/11/12,E,8603
7/25/12,M,1545
6/30/12,M,4984
6/5/12,M,0838
5/11/12,M,2879
7/24/12,E,9795
6/29/12,E,2947
6/4/12,E,0401
5/10/12,E,6255
7/24/12,M,9357
6/29/12,M,5397
6/4/12,M,4416
5/10/12,M,1756
7/23/12,E,9870
6/28/12,E,6271
6/3/12,E,8713
5/9/12,E,5659
7/23/12,M,8723
6/28/12,M,2581
6/3/12,M,3949
5/9/12,M,2359
7/22/12,E,7540
6/27/12,E,2109
6/2/12,E,0021
5/8/12,E,1985
7/22/12,M,7885
6/27/12,M,4598
6/2/12,M,4630
5/8/12,M,0871
7/21/12,E,3241
6/26/12,E,0460
6/1/12,E,3115
5/7/12,E,0710
7/21/12,M,5004
6/26/12,M,0140
6/1/12,M,0704
5/7/12,M,7834
7/20/12,E,6612
6/25/12,E,0597
5/31/12,E,2521
5/6/12,E,9247
7/20/12,M,5071
6/25/12,M,7794
5/31/12,M,7736
5/6/12,M,7845
7/19/12,E,8829
6/24/12,E,3606
5/30/12,E,2179
5/5/12,E,7763
7/19/12,M,1940
6/24/12,M,8343
5/30/12,M,8871
5/5/12,M,7443
7/18/12,E,7945
6/23/12,E,6002
5/29/12,E,2455
5/4/12,E,0374
7/18/12,M,1509
6/23/12,M,3837
5/29/12,M,2735
5/4/12,M,2340
7/17/12,E,9875
6/22/12,E,9456
5/28/12,E,3066
5/3/12,E,2562
7/17/12,M,8603
6/22/12,M,9428
5/28/12,M,0657
5/3/12,M,2213
7/16/12,E,6932
6/21/12,E,7635
5/27/12,E,9347
5/2/12,E,8869
7/16/12,M,7810
6/21/12,M,7206
5/27/12,M,9868
5/2/12,M,7020
7/15/12,E,1707
6/20/12,E,0075
5/26/12,E,7437
5/1/12,E,0246
7/15/12,M,8360
6/20/12,M,8076
5/26/12,M,5683
5/1/12,M,8901
7/14/12,E,8609
6/19/12,E,9361
5/25/12,E,9475
4/30/12,E,6021
7/14/12,M,6872
6/19/12,M,7140
5/25/12,M,9228
4/30/12,M,3520
7/13/12,E,1244
6/18/12,E,6883
5/24/12,E,2617
4/29/12,E,3463
7/13/12,M,3111
6/18/12,M,7048
5/24/12,M,7204
4/29/12,M,4530
7/12/12,E,6524
6/17/12,E,9312
5/23/12,E,2454
4/28/12,E,2781
7/12/12,M,2787
6/17/12,M,7887
5/23/12,M,1362
4/28/12,M,8041
7/11/12,E,6389
6/16/12,E,0956
5/22/12,E,0518
4/27/12,E,1712
7/11/12,M,5015
6/16/12,M,0756
5/22/12,M,5813
4/27/12,M,5356
7/10/12,E,6377
6/15/12,E,2116
5/21/12,E,4989
4/26/12,E,9392
7/10/12,M,6288
6/15/12,M,5072
5/21/12,M,4870
4/26/12,M,7773
7/9/12,E,7280
6/14/12,E,8808
5/20/12,E,5896
4/25/12,E,4873
7/9/12,M,8297
6/14/12,M,9704
5/20/12,M,9308
4/25/12,M,2142
7/8/12,E,1872
6/13/12,E,9897
5/19/12,E,6195
4/24/12,E,3953
7/8/12,M,5207
6/13/12,M,5151
5/19/12,M,5340
4/24/12,M,4582
7/7/12,E,8023
6/12/12,E,8064
5/18/12,E,3177
4/23/12,E,4002
7/7/12,M,9358
6/12/12,M,3660
5/18/12,M,5122
4/23/12,M,8453
7/6/12,E,2585
6/11/12,E,2999
5/17/12,E,8235
4/22/12,E,7277
7/6/12,M,0207
6/11/12,M,5474
5/17/12,M,0273
4/22/12,M,6803
4/21/12,E,9465
3/27/12,E,7517
3/2/12,E,2925
2/6/12,E,8874
4/21/12,M,7334
3/27/12,M,5922
3/2/12,M,8179
2/6/12,M,8220
4/20/12,E,9966
3/26/12,E,3057
3/1/12,E,1233
2/5/12,E,2102
4/20/12,M,2415
3/26/12,M,4542
3/1/12,M,6589
2/5/12,M,6702
4/19/12,E,5800
3/25/12,E,1516
2/29/12,E,7720
2/4/12,E,3469
4/19/12,M,1604
3/25/12,M,1449
2/29/12,M,6272
2/4/12,M,8518
4/18/12,E,9336
3/24/12,E,0217
2/28/12,E,5153
2/3/12,E,9677
4/18/12,M,7113
3/24/12,M,6932
2/28/12,M,7602
2/3/12,M,1388
4/17/12,E,2588
3/23/12,E,7826
2/27/12,E,8517
2/2/12,E,3144
4/17/12,M,4778
3/23/12,M,6247
2/27/12,M,5547
2/2/12,M,2815
4/16/12,E,9307
3/22/12,E,4744
2/26/12,E,8699
2/1/12,E,6966
4/16/12,M,2502
3/22/12,M,2321
2/26/12,M,8858
2/1/12,M,7659
4/15/12,E,4257
3/21/12,E,7694
2/25/12,E,0882
1/31/12,E,7191
4/15/12,M,2385
3/21/12,M,9638
2/25/12,M,3185
1/31/12,M,6701
4/14/12,E,3770
3/20/12,E,2033
2/24/12,E,9097
1/30/12,E,3656
4/14/12,M,4778
3/20/12,M,6093
2/24/12,M,2048
1/30/12,M,9445
4/13/12,E,6075
3/19/12,E,6492
2/23/12,E,8846
1/29/12,E,3666
4/13/12,M,1611
3/19/12,M,4052
2/23/12,M,2482
1/29/12,M,3097
4/12/12,E,3872
3/18/12,E,0750
2/22/12,E,4428
1/28/12,E,3995
4/12/12,M,3033
3/18/12,M,4309
2/22/12,M,2914
1/28/12,M,6768
4/11/12,E,5043
3/17/12,E,6133
2/21/12,E,7083
1/27/12,E,6741
4/11/12,M,2845
3/17/12,M,2095
2/21/12,M,5725
1/27/12,M,8276
4/10/12,E,7016
3/16/12,E,1710
2/20/12,E,2716
1/26/12,E,5239
4/10/12,M,9591
3/16/12,M,2838
2/20/12,M,2435
1/26/12,M,0889
4/9/12,E,7354
3/15/12,E,3494
2/19/12,E,7445
1/25/12,E,2982
4/9/12,M,7822
3/15/12,M,5960
2/19/12,M,3371
1/25/12,M,8928
4/8/12,E,0038
3/14/12,E,6321
2/18/12,E,1098
1/24/12,E,7310
4/8/12,M,3429
3/14/12,M,5260
2/18/12,M,4777
1/24/12,M,0112
4/7/12,E,3505
3/13/12,E,4614
2/17/12,E,8173
1/23/12,E,6912
4/7/12,M,5745
3/13/12,M,3765
2/17/12,M,3515
1/23/12,M,7829
4/6/12,E,1121
3/12/12,E,5194
2/16/12,E,0218
1/22/12,E,8167
4/6/12,M,9554
3/12/12,M,1236
2/16/12,M,9413
1/22/12,M,7171
4/5/12,E,8319
3/11/12,E,9056
2/15/12,E,4061
1/21/12,E,4417
4/5/12,M,9786
3/11/12,M,4229
2/15/12,M,4611
1/21/12,M,7163
4/4/12,E,3093
3/10/12,E,9732
2/14/12,E,9095
1/20/12,E,7845
4/4/12,M,8326
3/10/12,M,6423
2/14/12,M,2458
1/20/12,M,7972
4/3/12,E,8184
3/9/12,E,5733
2/13/12,E,1819
1/19/12,E,2119
4/3/12,M,6254
3/9/12,M,6680
2/13/12,M,7265
1/19/12,M,2056
4/2/12,E,8636
3/8/12,E,0954
2/12/12,E,1278
1/18/12,E,5081
4/2/12,M,8937
3/8/12,M,1837
2/12/12,M,3739
1/18/12,M,7504
4/1/12,E,7628
3/7/12,E,1020
2/11/12,E,9431
1/17/12,E,0130
4/1/12,M,5293
3/7/12,M,7569
2/11/12,M,7018
1/17/12,M,3729
3/31/12,E,7864
3/6/12,E,5573
